Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
11,20,RL,0.0061898525140051276,0.06846887700895615,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,-0.20759446917100974,-0.9625656906074178,Hip,CompShg,HdBoard,HdBoard,,-0.5707501337786359,TA,TA,CBlock,TA,TA,No,Rec,1.014077250501592,Unf,-0.2886528311122454,-0.9808130072474662,-0.03974290518292602,Ex,Y,SBrkr,-0.7951632272572445,-0.12024172373467248,-0.9051272461567784,1.1078101491462133,-0.24106103579929677,-1.0260408358133,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,TA,-0.9512264882332893,,Detchd,-0.566474354023626,Unf,-1.02685765142659,TA,TA,Y,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-1.599111099180035,0.1387774889497933,WD,Normal,129500
12,60,RL,0.6873846769195642,0.1410296273300782,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,1.1172352761668802,1.0240286494753397,Hip,CompShg,WdShing,Wd Shng,Stone,1.0122511472530888,Ex,TA,PConc,Ex,TA,No,GLQ,1.215857360727227,Unf,-0.2886528311122454,-0.8834653031902803,0.2680861753198746,Ex,Y,SBrkr,1.8218284804908391,-0.12024172373467248,1.5391884553650854,1.1078101491462133,-0.24106103579929677,2.6055218800349866,-0.7616206719986545,1.3900227611572622,-0.21145358120204893,Ex,2.1522163560585597,Gd,BuiltIn,1.100970317094297,Fin,1.6503069397927341,TA,TA,Y,0.4210472580041388,-0.38742235468410563,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.25089064789037013,-1.3676547331070554,New,Partial,345000
13,20,RL,-0.03922313577969881,0.24566142751688957,IR2,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,6,-0.3069567000713515,-1.1079262520768878,Hip,CompShg,HdBoard,Plywood,,-0.5707501337786359,TA,TA,CBlock,TA,TA,No,ALQ,0.6434159610653717,Unf,-0.2886528311122454,-0.8879931033789866,-0.3316104778078036,TA,Y,SBrkr,-0.7951632272572445,-0.12024172373467248,-1.1487973472430701,1.1078101491462133,-0.24106103579929677,-1.0260408358133,-0.7616206719986545,-1.0624645274102333,-0.21145358120204893,TA,-0.9512264882332893,,Detchd,-0.6915327043574703,Unf,-1.02685765142659,TA,TA,Y,0.36517949153435314,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,2.887404029064304,-0.06869174753820707,-0.08768781151769862,0.9908913467185322,0.1387774889497933,WD,Normal,144000
14,20,RL,0.9598626066817878,0.013547204113963223,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,1.1503560198003273,1.072482169965163,Gable,CompShg,VinylSd,VinylSd,Stone,1.1229505375350277,Gd,TA,PConc,Gd,TA,Av,Unf,-0.9730181828073765,Unf,-0.2886528311122454,2.0980911210728355,0.9954748914709368,Ex,Y,SBrkr,-0.7951632272572445,-0.12024172373467248,-0.04085985636633749,-0.8199643654586394,-0.24106103579929677,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,Gd,0.6004949339126351,Gd,Attchd,1.1426564338722451,RFn,1.6503069397927341,TA,TA,Y,0.5248016814480263,-0.20624470002722087,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.6208909973044512,-0.6144386220786311,New,Partial,279500
15,20,RL,-0.03922313577969881,0.040406708376478015,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,5,-0.373198187338246,-1.2048332930565346,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.6026634032099153,TA,TA,CBlock,TA,TA,No,BLQ,0.634642912794692,Unf,-0.2886528311122454,-0.10694757082714527,0.4459429773881594,TA,Y,SBrkr,-0.7951632272572445,-0.12024172373467248,-0.4996449685678711,1.1078101491462133,-0.24106103579929677,-1.0260408358133,1.2275853765130371,-1.0624645274102333,-0.21145358120204893,TA,0.6004949339126351,Fa,Attchd,-0.7749049379133665,RFn,-1.02685765142659,TA,TA,Y,-0.7521758378613592,2.5114201198260506,2.5212830429447113,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.489110050937792,0.1387774889497933,WD,Normal,157000
16,45,RM,-0.8566569250663697,-0.44065903960886155,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1.5Unf,7,8,-1.3999412399751108,0.781761047026223,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.5707501337786359,TA,TA,BrkTil,TA,TA,No,Unf,-0.9730181828073765,Unf,-0.2886528311122454,0.5993892586110416,-0.5140277106983522,Ex,Y,FuseA,-0.7951632272572445,-0.12024172373467248,-1.259210361797796,-0.8199643654586394,-0.24106103579929677,-1.0260408358133,-0.7616206719986545,-1.0624645274102333,-0.21145358120204893,TA,-0.9512264882332893,,Detchd,0.517364682203024,Unf,0.31172464418307205,TA,TA,Y,-0.36908258206854355,0.9865081931306039,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.25089064789037013,-0.6144386220786311,WD,Normal,132000
17,20,RL,-0.03922313577969881,0.0725779802729976,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,6,7,-0.04199075100377351,-0.720298088158301,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.4255443787588133,TA,TA,CBlock,TA,TA,No,ALQ,0.2946872923058507,Unf,-0.2886528311122454,-0.3197541796963426,-0.12183065998367285,Ex,Y,SBrkr,-0.7951632272572445,-0.12024172373467248,-0.973659462087298,1.1078101491462133,-0.24106103579929677,-1.0260408358133,-0.7616206719986545,-1.0624645274102333,-0.21145358120204893,TA,0.6004949339126351,TA,Attchd,-0.35804377013388566,Fin,0.31172464418307205,TA,TA,Y,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,1.3237359981507422,-1.2291107497659541,1.6452097110066422,WD,Normal,149000
18,90,RL,0.097015829101413,0.027478066399372017,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Duplex,1Story,4,5,-0.14135298190411524,-0.8656586496277711,Gable,CompShg,MetalSd,MetalSd,,-0.5707501337786359,TA,TA,Slab,,,,,-0.9730181828073765,,-0.2886528311122454,-1.28417561989079,-2.411166932760057,TA,Y,SBrkr,-0.7951632272572445,-0.12024172373467248,-0.417787043984195,-0.8199643654586394,-0.24106103579929677,0.7897405221108432,-0.7616206719986545,-1.0624645274102333,4.32857919166548,TA,-0.9512264882332893,,CarPort,-0.4831021204677299,Unf,0.31172464418307205,TA,TA,Y,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,0.9204720525311878,1.3608916961326132,-1.3676547331070554,WD,Normal,90000
19,20,RL,-0.17546210066081064,0.31852284393050245,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,5,5,1.084114532533433,0.927121608495693,Gable,CompShg,VinylSd,VinylSd,,-0.5707501337786359,TA,TA,PConc,TA,TA,No,GLQ,0.4438291129074069,Unf,-0.2886528311122454,-0.22467037573350976,0.12899303524083136,Ex,Y,SBrkr,-0.7951632272572445,-0.12024172373467248,-0.7642554689662661,1.1078101491462133,-0.24106103579929677,-1.0260408358133,1.2275853765130371,0.1637791168735145,-0.21145358120204893,Gd,-0.9512264882332893,,Detchd,1.059284200316349,Unf,0.31172464418307205,TA,TA,Y,-0.7521758378613592,0.8355268142498666,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.11910970152371092,0.1387774889497933,WD,Normal,159000
20,20,RL,0.0061898525140051276,-0.2963393152132597,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,-0.4394396746051405,-0.9625656906074178,Hip,CompShg,BrkFace,Plywood,,-0.5707501337786359,TA,TA,CBlock,TA,TA,No,LwQ,0.1323858992982749,Unf,-0.2886528311122454,-0.09562807035537946,-0.06482527470537644,TA,Y,SBrkr,-0.7951632272572445,-0.12024172373467248,-0.3359291194005189,-0.8199643654586394,-0.24106103579929677,-1.0260408358133,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,TA,-0.9512264882332893,,Attchd,-0.8582771714692625,Unf,-1.02685765142659,TA,TA,Y,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.489110050937792,0.8919935999782177,COD,Abnorml,139000
21,60,RL,1.4139924896188272,0.37063829996224756,IR1,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,8,5,1.1172352761668802,1.0240286494753397,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.5325382815782012,Gd,TA,PConc,Ex,TA,Av,Unf,-0.9730181828073765,Unf,-0.2886528311122454,1.3374206893701728,0.22932251333063305,Ex,Y,SBrkr,1.9959890494828307,-0.12024172373467248,1.6381794339313913,-0.8199643654586394,-0.24106103579929677,2.6055218800349866,1.2275853765130371,1.3900227611572622,-0.21145358120204893,Gd,0.6004949339126351,Gd,BuiltIn,1.100970317094297,RFn,1.6503069397927341,TA,TA,Y,1.1632904411027192,1.6206299844297007,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,1.7308920455466943,-1.3676547331070554,New,Partial,325300
22,45,RM,-0.5841789953041461,-0.30746396063542064,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Unf,7,7,-1.3668204963416635,-1.689368497954768,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.5707501337786359,TA,TA,PConc,TA,TA,No,Unf,-0.9730181828073765,Unf,-0.2886528311122454,0.15792874021217482,-0.9586697158690641,Ex,Y,FuseF,-0.7951632272572445,-0.12024172373467248,-0.775677504954686,-0.8199643654586394,-0.24106103579929677,-1.0260408358133,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,Gd,0.6004949339126351,Gd,Attchd,-2.0254884412518086,Unf,-1.02685765142659,TA,TA,N,-0.7521758378613592,-0.704483250333654,2.9959286699740124,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.11910970152371092,-0.6144386220786311,WD,Normal,139400
23,20,RL,0.23325479398252483,-0.07765484394159074,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,5,1.0178730452665383,0.8302145675160463,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.9845762996826042,Gd,TA,PConc,Gd,TA,No,Unf,-0.9730181828073765,Unf,-0.2886528311122454,2.7387748477747804,1.6407758528212522,Ex,Y,SBrkr,-0.7951632272572445,-0.12024172373467248,0.5321456157193953,-0.8199643654586394,-0.24106103579929677,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,Gd,0.6004949339126351,Gd,Attchd,0.9759119667604528,RFn,0.31172464418307205,TA,TA,Y,0.6125938859005466,1.6961206738700694,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.9908913467185322,0.1387774889497933,WD,Normal,230000
24,120,RM,-1.1745478431222973,-0.6306800100630707,Reg,Lvl,Inside,Gtl,MeadowV,Norm,TwnhsE,1Story,5,7,0.15673371079690998,-0.4295769652193609,Gable,CompShg,CemntBd,CmentBd,,-0.5707501337786359,TA,TA,PConc,Gd,TA,No,GLQ,0.8693219540353758,Unf,-0.2886528311122454,-0.8313956010201575,-0.03974290518292602,TA,Y,SBrkr,-0.7951632272572445,-0.12024172373467248,-0.8670537928620453,1.1078101491462133,-0.24106103579929677,-1.0260408358133,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,TA,0.6004949339126351,TA,Attchd,-0.10792706946619719,Unf,0.31172464418307205,TA,TA,Y,0.04593511170700675,0.9563119173544564,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.11910970152371092,-0.6144386220786311,WD,Normal,129900
25,20,RL,-0.03922313577969881,-0.22758700206368823,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,8,-0.108232238270668,0.781761047026223,Gable,CompShg,Plywood,Plywood,,-0.5707501337786359,TA,Gd,CBlock,TA,TA,Mn,Rec,-0.5606849140854272,ALQ,3.853622751230103,-0.8223400006427448,0.005861403039711112,Ex,Y,SBrkr,-0.7951632272572445,-0.12024172373467248,-0.8670537928620453,1.1078101491462133,-0.24106103579929677,-1.0260408358133,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,Gd,0.6004949339126351,TA,Attchd,-0.4414160036897818,Unf,-1.02685765142659,TA,TA,Y,2.488154617386207,0.6543491595929818,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.489110050937792,1.6452097110066422,WD,Normal,154000
26,20,RL,1.8227093842621627,0.3721416304247018,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,8,5,1.1834767634337746,1.072482169965163,Gable,CompShg,VinylSd,VinylSd,Stone,2.9716303552434056,Gd,TA,PConc,Gd,TA,No,Unf,-0.9730181828073765,Unf,-0.2886528311122454,2.2610919278662633,1.1596504010724304,Ex,Y,SBrkr,-0.7951632272572445,-0.12024172373467248,0.16092944609574783,-0.8199643654586394,-0.24106103579929677,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,Gd,0.6004949339126351,Gd,Attchd,1.1843425506501932,RFn,1.6503069397927341,TA,TA,Y,-0.7521758378613592,0.14101247139847495,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.25089064789037013,0.8919935999782177,WD,Normal,256300
27,20,RL,-0.44794003042303426,-0.33241924631216013,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,7,-0.6712848800392712,0.7333075265363995,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.5707501337786359,TA,TA,CBlock,TA,TA,Mn,BLQ,-0.4597948589726098,Rec,2.725038685382337,-0.8766736029072207,-0.3589730627413859,TA,Y,SBrkr,-0.7951632272572445,-0.12024172373467248,-1.17164141921991,-0.8199643654586394,3.948809348331338,-1.0260408358133,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,Gd,-0.9512264882332893,,Detchd,1.100970317094297,Unf,0.31172464418307205,TA,TA,Y,1.0196304701804133,-0.2213428379152946,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.489110050937792,1.6452097110066422,WD,Normal,134800
28,20,RL,1.2777535247377154,0.09633060157977374,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,1.1834767634337746,1.1209356904549863,Gable,CompShg,VinylSd,VinylSd,Stone,0.5362437690407521,Gd,TA,PConc,Ex,TA,No,GLQ,1.6983750156146145,Unf,-0.2886528311122454,-0.18392017403515282,1.4743201278086266,Ex,Y,SBrkr,-0.7951632272572445,-0.12024172373467248,0.35891140322835985,1.1078101491462133,-0.24106103579929677,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,Gd,0.6004949339126351,Gd,Attchd,1.2260286674281413,RFn,1.6503069397927341,TA,TA,Y,-0.7521758378613592,0.050423644070032574,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.489110050937792,1.6452097110066422,WD,Normal,306000
29,20,RL,-1.0383088782411856,0.5817058968908153,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,5,6,-0.47256041823858774,0.5879469650669296,Gable,CompShg,MetalSd,MetalSd,,-0.5707501337786359,TA,TA,CBlock,TA,TA,Gd,BLQ,1.8277774776071412,Unf,-0.2886528311122454,-0.8155483003596854,0.9726727373596182,TA,Y,SBrkr,-0.7951632272572445,-0.12024172373467248,0.16092944609574783,1.1078101491462133,-0.24106103579929677,-1.0260408358133,-0.7616206719986545,-1.0624645274102333,-0.21145358120204893,TA,2.1522163560585597,Gd,Attchd,-0.8999632882472106,RFn,-1.02685765142659,TA,TA,Y,1.546383696895535,3.1908363247893687,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,2.100892394960775,-1.3676547331070554,WD,Normal,207500
30,30,RM,-0.44794003042303426,-0.42021374531948463,IR1,Lvl,Inside,Gtl,BrkSide,Feedr,1Fam,1Story,4,6,-1.4661827272420052,-1.689368497954768,Gable,CompShg,MetalSd,MetalSd,,-0.5707501337786359,TA,TA,BrkTil,TA,TA,No,Unf,-0.9730181828073765,Unf,-0.2886528311122454,-0.10694757082714527,-1.2254549189714914,Fa,N,SBrkr,-0.7951632272572445,-0.12024172373467248,-1.8950370318198386,-0.8199643654586394,-0.24106103579929677,-1.0260408358133,-0.7616206719986545,-2.288708171693981,-0.21145358120204893,Fa,-0.9512264882332893,,Detchd,-2.4423496090312895,Unf,-1.02685765142659,Fa,TA,Y,-0.3611014725728599,-0.704483250333654,1.0646119806823726,-0.11633928614822256,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.489110050937792,0.1387774889497933,WD,Normal,68500
